sentence	emotion
Another example of the pastoral beliefs you Anglicize .	3
They're both Viennese , both good men .	8
I'm just so scared .	4
I thought she was splendid .	5
He embezzled five million euros and [PERSON] was going to expose him ?	4
[PERSON] , you don't got a forehead , you got a eight - head .	3
No . If [PERSON] were with me ...	6
Old man , why are you carving my name ?	7
You'd better listen to what he said .	1
A manicure and a haircut wouldn't do any harm .	3
I have heard that the King is ....	2
It's not going to go that far .	3
That's better , [PERSON] . I missed you .	8
The A / V guy .	3
[PERSON] , I'm gonna be sick . I'm sorry .	3
I'm just a bit dizzy . Can you stay with me for a bit ?	4
I don't want to complain , but there's an institution called dinner .	1
A map's no good in the outback !	1
I can't believe it .	7
I remember very little of my childhood .	6
[PERSON] , sic him !	4
I'm just not up to my usual self .	6
I hit where I aim .	5
Then they'll meet with you .	2
What are you looking at me like that for ?	1
You've got great timing .	5
Or it's just [PERSON] that smells like street shit over there .	3
Stop it ! You even helped carry the chest out , you liar .	1
Oh , my gosh , she was bubbly and outgoing .	2
Of course . That's it .	2
There can be ...	2
If you're standing where [PERSON] was , you're gonna drown .	4
You can't drive and shoot .	1
You're comfortable .	5
I can't think straight !	4
I didn't know what I was doing .	4
What the hell are we supposed to do with these ?	1
[PERSON] , what have you done my little sister ?	1
You stay out of this !	1
All other movements are restricted .	1
Take care of her , Mr. [PERSON] .	8
Isn't she pretty ?	5
Mr President , what happens to me in the morning ?	4
Get in the truck , kiddo .	8
I thought we could even get you a new dress	2
I am very busy ... please !	3
Oh , m done rehearsing . 	5
These are my favourite toys . Who am I kidding ? They're my only toys .	5
Was the public in danger as a result of the accident ?	4
What is it to you if I leave ?	1
All this talk's just wasting time .	1
I could do with a lot of that .	2
We'll take care of her later , eh ?	2
I suggest you keep that promise .	1
And I don't want someone coming here when you do tell them after you hang up .	3
Contempt for the law , that's what you've got .	3
It is too expensive to maintain , [PERSON] !	6
That'd really get me in trouble .	4
Yes , Father , I'll tell him when he comes back .	8
You're turning into a zombie .	4
Come on over to my place .	2
If they does , I'll guarantee they'll never see nothin' again !	8
Get those bags in , and get in fast !	1
There's nothing wrong with that I hope , sister ?	4
[PERSON] can't ride on that thing , not in her condition .	4
Funny you should say that .	7
( laughs ) I hope isaac is a deep sleeper .	2
Have a good year , [PERSON] .	8
This tureen holds as much sand as we had strawberries tonight .	3
He didn't know ...	6
Who is she ?	7
Easy , brother .	7
Okay , I'll just get my check and I'll be in [LOCATION] before nightfall .	2
Just see how happy the people look from here .	5
Why don't you sit down and have something to eat ?	8
Listen , I've had just about enough of your comedy , clown .	1
It was super quick . Okay , will I see you later ?	2
I am sure you will find her in the fraternity house .	3
That the best you can do ?	1
How about my wrist ?	4
You're over .	1
These people want to disappear more than you do . They won't bother us .	8
We got a thousand man - hours on this . Nobody's walking away .	1
I'm sure that in all [LOCATION] there's no empathicalist as charming as you .	5
No more of such talk , do you hear ?	1
She's good at her job .	8
This ought to be rich .	1
Oh , my god ! For $ , , anyone who put -- puts this here - And pulls the trigger .	7
That's right . It must be .	8
Smuggle their manuscripts out to the [LOCATION] ?	7
If you ever had a sense of humor . When you finish testifying ,	1
Where's the woman ? She's on the train .	2
I would have sent it to you , but I didn't know your address until today .	6
Well , I can tell you some stories .	2
And I could get you your own key .	8
Escape is impossible .	4
[PERSON] ! You thick - headed chunk of fish - bait !	1
Maybe you're right .	8
Don't you have any respect for yourself ?	3
We got ta let him out !	1
Er , you were arrested for being carried by a motor vehicle taken without consent , and resisting arrest .	3
You were right about [PERSON] .	8
There'll be no more talk of the captain being crazy .	1
Will you let go of me !	1
You're probably wondering why I'm here .	7
♪ Of people going by ♪	6
Spare some change ? No .	2
I cheat . So does she . But I cheat better .	5
Fine , fine . Say , [PERSON] , something kind of important has come up ...	6
Stay back !	1
Now , stop distracting me . Bye , [PERSON] .	8
Maybe I'm tired of one - night stands .	6
Isn't she gorgeous ?	5
But I want to be alone .	6
Cos I think that people die sometimes when they don't wan na live no more .	6
We're going to have to go down there and calm everybody else .	8
It's my birthday . I thought I'd invite you for dinner .	2
He's perfect .	5
Everything is part of the great lie .	6
That's wonderful .	5
Ring the alarm !	4
How long before we land ?	2
The majority of children that we see trafficked online have been trafficked on Backpage .	3
And [PERSON]'s sent you about a ton of tea . Well , a couple of pounds .	7
Get Off !	1
British Intelligence showed you the letter for the first time in [LOCATION] ?	2
I think somebody's been daubing these cards .	1
Now , isn't that a charming invitation ?	5
Your blood will be on fire to lead some new command , some far adventure .	2
Not written on those drowned faces out there But on the faces of dead thousands !	4
Don't ever try to come in between , you smart - eyed slob .	3
Hi , maria . - ( sighs )	6
Is he really our cousin ?	7
Really . - Am I no longer allowed to give gifts ?	1
When did you know ?	7
I'm really not sure .	6
Now she's going to [LOCATION] to measure glacial melt . By herself .	4
Don't forget me , [PERSON] .	8
Thanks , little mate .	5
No , I'm glad to meet your daughter .	5
I'll go to the club car to get you something to eat .	5
I didn't say you could move .	6
Fuck .	1
But , they might be ready to make a go of it on their own .	8
Okay .	8
Let's have it .	1
You've got to keep him off us .	4
We should get rid of the kid and buy a new cat !	1
I'm gonna force them into their room , grab their stuff , point the gun in their faces .	1
We are happy to be here .	5
This greaser was just trying to tell me how to run my business .	3
If he said they're here , they'll be here .	8
How do you know it's not you .	7
Under the circumstances , I have to advise [PERSON] not to respond . Clearly , he would like to .	1
We got ta do something !	1
Repeat , destroyers .	4
You're not driving , are you ?	4
Thanks a lot .	5
We'll start with an easy program .	8
So do you draw all the dads and their kids ?	2
He refuses an offer to merge with the New York Trust , the only thing that'll put this bank on safe ground .	1
I can see the exit .	5
I'm not down . You look depressed .	5
Please , [PERSON] .	2
He was afraid of losing his job .	4
Don't you stay up too late , OK ?	8
Mommy ! Mom !	8
I promised my body to a woman tonight .	2
That's kinda sick , huh ?	1
Time was I'd squeeze a pimple like you .	3
They'll contact you when they're ready to fence their goods .	2
I didn't ask you , [PERSON] .	1
He's the fox in the henhouse !	4
Oh , shit .	4
Your breath stinks .	3
And Shooter , Lady Fingers and me just carried them right here .	8
You don't have to thank me .	8
Good to see you again , friend .	5
Wait a minute !	1
Enough with the water .	1
Close your mouth , dear .	1
Well , no , but it's got potential .	8
Read what the critics say ... wonderful !	5
How can you be so inhuman ?	3
The choices I made .	1
Shut up , [PERSON] .	1
Don't give up , mate !	4
Wasn't that wonderful ?	5
If he can't find enough facts to break you with , I'll give him a couple .	3
I got enough to put you away for a long vacation . So like it or not , as of now you're working for me , understand ?	1
I'll never forget how I laughed when I saw you as [PERSON] .	5
I am a swan !	5
Do I have something on my face ?	4
Has any of my client's DNA actually been found on the victim .	1
A composer ?	2
I'll see you downstairs .	8
I hope that you will uphold justice	8
How do you know what I want ?	6
